Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Block Status,Antenna Gain,Cable Loss,Antenna Gain RF2,Cable Loss RF2,SSB RSSI,Adjusted SSB RSSI,SSB RSSI2,Adjusted SSB RSSI2,Cell ID,Channel Frequency,Repetition Period,Subcarrier Spacing,Repetition Pattern,Channels,PCIs,Beams,Beam Index,Half Frame Number,Time Offset,Time Offset (msec),Primary Sync Signal - Received Power,Adjusted Primary Sync Signal - Received Power,Primary Sync Signal - Received Quality,Primary Sync Signal - CINR,Secondary Sync Signal - Received Power,Adjusted Secondary Sync Signal - Received Power,Secondary Sync Signal - Received Quality,Secondary Sync Signal - CINR,Secondary Sync Signal - Delay Spread,Sync Signal - CINR,DMRS-PBCH - Received Power,Adjusted DMRS-PBCH - Received Power,DMRS-PBCH - Received Quality,DMRS-PBCH - CINR,SSB - Received Power,Adjusted SSB - Received Power,SSB - Received Quality,SSB - CINR,BCCH-BCH-Master Information Block,BCCH-DL-SCH-System Information Block 1,MCC,MNC,Operation Mode,Bandwidth,fCarrier,TAC,Cell Identity,RedCap,TD Pattern,TD Pattern(Full),SIB1 Decode,Block Length,k_SSB,AL,Candidate,DCI type,DCI length,DCI Contents,Reserved1a, Reserved1b,Reserved2a, Reserved2b,Reserved3a, Reserved3b,Reserved4a, Reserved4b,Reserved5a, Reserved5b,Reserved6a, Reserved6b,Reserved7a, Reserved7b,Reserved8a, Reserved8b
06/29/2026,16:06:41:672,38.903499,-77.006008,11,12,520110,1,0,0,0,0,0,-65.8,-65.8,,,625,2600.550000,20,30,C,1,1,1,0,0,822912,6.69,-90.15,-90.15,-10.81,24.39,-90.19,-90.19,-10.81,24.28,0,24.44,-89.85,-89.85,-10.8,22.9,-90.07,-90.07,-10.91,23.86,,,,,Stand Alone,100,2640.000000,5238272,5617082670,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:08:24:729,38.903491,-77.006042,12,13,520110,1,0,0,0,0,0,-64.7,-64.7,,,625,2600.550000,20,30,C,1,1,1,0,0,822864,6.69,-87.94,-87.94,-10.81,23.45,-88.34,-88.34,-10.82,23.46,0,23.75,-89.4,-89.4,-10.89,23.07,-88.5,-88.5,-10.45,23.56,,,,,Stand Alone,100,2640.000000,5238272,5617082670,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:09:33:644,38.903482,-77.006075,13,14,520110,1,0,0,0,0,0,-66.5,-66.5,,,625,2600.550000,20,30,C,1,1,1,0,0,822784,6.69,-90.35,-90.35,-10.83,21.13,-90.34,-90.34,-10.82,20.18,48,21.23,-90.91,-90.91,-10.84,20.34,-90.52,-90.52,-10.64,20.95,,,,,Stand Alone,100,2640.000000,5238272,5617082670,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:11:14:448,38.903450,-77.006161,14,15,520110,1,0,0,0,0,0,-55.4,-55.4,,,625,2600.550000,20,30,C,1,1,1,0,0,822784,6.69,-78.97,-78.97,-10.81,24.55,-79.26,-79.26,-10.82,23.12,0,24.01,-79.71,-79.71,-10.77,23.4,-79.29,-79.29,-10.59,23.83,,,,,Stand Alone,100,2640.000000,5238272,5617082670,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:12:45:266,38.903331,-77.005597,15,16,520110,1,0,0,0,0,0,-56,-56,,,625,2600.550000,20,30,C,1,2,1,0,0,822732,6.69,-79.49,-79.49,-10.94,17.74,-79.88,-79.88,-10.96,17.03,0,18.28,-80.61,-80.61,-10.93,17.12,-79.96,-79.96,-10.63,17.93,,,,,Stand Alone,100,2640.000000,5238272,5617082670,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:12:45:266,38.903331,-77.005597,15,16,520110,1,0,0,0,0,0,-56,-56,,,596,2600.550000,20,30,C,1,2,1,2,0,883840,7.19,-86.6,-86.6,-10.82,22.29,-86.54,-86.54,-10.82,21.28,0,22.31,-87.29,-87.29,-10.88,21.53,-86.79,-86.79,-10.62,22.07,5F6624,6E80160A098849813FB80050C5584B6826234904FEE0014315612D000C50010830C04B082802000003106044B30F9B82010000008400020834601440350A2201040000621E38112CDA41201E981AA8332004517BC11B84370C6E20DC51B8C37206E48DF64BE32A2C78409300330118080C020100001395EE43000000,310;311,260;490,Stand Alone,100,2640.000000,5238272,5420441901,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,0C16080010275FF600000000,12,16,08,00,10,39,5FF600000000,,
06/29/2026,16:14:27:148,38.903436,-77.006189,16,17,520110,1,0,0,0,0,0,-46.4,-46.4,,,625,2600.550000,20,30,C,1,1,1,0,0,822688,6.69,-70.08,-70.08,-10.81,24.37,-70.46,-70.46,-10.81,25.57,0,24.96,-70.78,-70.78,-10.79,23.24,-70.43,-70.43,-10.63,24.38,,,,,Stand Alone,100,2640.000000,5238272,5617082670,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:15:56:369,38.903335,-77.005914,17,18,520110,1,0,0,0,0,0,-59.3,-59.3,,,596,2600.550000,20,30,C,1,1,1,2,0,883728,7.18,-83.07,-83.07,-10.81,25.61,-83.11,-83.11,-10.8,25.95,0,25.78,-83.64,-83.64,-10.82,23.78,-83.26,-83.26,-10.63,25.09,336624,,310;311,260;490,Stand Alone,100,2640.000000,5238272,5420441901,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:17:45:679,38.903294,-77.005691,18,19,520110,1,0,0,0,0,0,-58.3,-58.3,,,596,2600.550000,20,30,C,1,2,1,2,0,883692,7.18,-81.58,-81.58,-10.81,27.79,-81.5,-81.5,-10.81,28.03,0,26.71,-83,-83,-10.77,24.42,-81.96,-81.96,-10.3,26.01,096624,6E80160A098849813FB80050C5584B6826234904FEE0014315612D000C50010830C04B082802000003106044B30F9B82010000008400020834601440350A2201040000621E38112CDA41201E981AA8332004517BC11B84370C6E20DC51B8C37206E48DF64BE32A2C78409300330118080C020100001395EE43000000,310;311,260;490,Stand Alone,100,2640.000000,5238272,5420441901,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,0C16080010275E3600000000,12,16,08,00,10,39,5E3600000000,,
06/29/2026,16:17:45:679,38.903294,-77.005691,18,19,520110,1,0,0,0,0,0,-58.3,-58.3,,,600,2600.550000,20,30,C,1,2,1,0,0,822248,6.68,-91.05,-91.05,-11.17,13.04,-91.08,-91.08,-11.23,11.72,0,13.33,-91.44,-91.44,-12,7.58,-91.18,-91.18,-11.6,10.7,096624,6E80160A098849813FB80050C5584BA826234904FEE0014315612E000C50010830C04B082802000003106044B30F9B82010000008400020834601440350A2201040000621E38112CDA41201E981AA8332001417BC11B84370C6E20DC51B8C37206E48DF64BE32C2C79009300330118080C020100001395EE43000000,310;311,260;490,Stand Alone,100,2640.000000,5238272,5420441902,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,0C16080010275FF600000000,12,16,08,00,10,39,5FF600000000,,
06/29/2026,16:17:45:700,38.903297,-77.005674,19,20,520110,1,0,0,0,0,0,-58,-58,,,596,2600.550000,20,30,C,1,2,1,2,0,883692,7.18,-81.4,-81.4,-10.81,27.92,-81.33,-81.33,-10.8,27.21,0,26.34,-82.56,-82.56,-10.76,23.72,-81.72,-81.72,-10.38,25.48,,,,,Stand Alone,100,2640.000000,5238272,5420441901,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:17:45:700,38.903297,-77.005674,19,20,520110,1,0,0,0,0,0,-58,-58,,,600,2600.550000,20,30,C,1,2,1,0,0,822248,6.68,-92.6,-92.6,-11.06,14.67,-92.73,-92.73,-11.1,13.69,0,15.16,-93.35,-93.35,-11.94,7.19,-92.88,-92.88,-11.4,11.15,,,,,Stand Alone,100,2640.000000,5238272,5420441902,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:17:45:700,38.903301,-77.005657,20,21,520110,1,0,0,0,0,0,-58.5,-58.5,,,596,2600.550000,20,30,C,1,2,1,2,0,883692,7.18,-81.99,-81.99,-10.81,25.6,-82,-82,-10.8,25.68,0,25.64,-83.08,-83.08,-10.81,24.27,-82.31,-82.31,-10.45,25.23,,,,,Stand Alone,100,2640.000000,5238272,5420441901,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:17:45:700,38.903301,-77.005657,20,21,520110,1,0,0,0,0,0,-58.5,-58.5,,,600,2600.550000,20,30,C,1,2,1,0,0,822248,6.68,-93.94,-93.94,-11.35,9.87,-94.28,-94.28,-11.48,8.61,16,10.22,-94.99,-94.99,-12.56,5.63,-94.37,-94.37,-11.85,8.4,,,,,Stand Alone,100,2640.000000,5238272,5420441902,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:17:45:700,38.903304,-77.005640,21,22,520110,1,0,0,0,0,0,-59.5,-59.5,,,596,2600.550000,20,30,C,1,2,1,2,0,883692,7.18,-83.04,-83.04,-10.8,29.61,-82.98,-82.98,-10.81,24.58,0,25.96,-83.96,-83.96,-10.79,23.17,-83.29,-83.29,-10.48,25,,,,,Stand Alone,100,2640.000000,5238272,5420441901,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:17:45:700,38.903304,-77.005640,21,22,520110,1,0,0,0,0,0,-59.5,-59.5,,,600,2600.550000,20,30,C,1,2,1,0,0,822248,6.68,-93.63,-93.63,-11.97,5.77,-93.81,-93.81,-12.13,5.27,0,6.42,-93.83,-93.83,-12.82,2.96,-93.76,-93.76,-12.52,5.01,,,,,Stand Alone,100,2640.000000,5238272,5420441902,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:19:14:105,38.903307,-77.005623,22,23,520110,1,0,0,0,0,0,-69.5,-69.5,,,596,2600.550000,20,30,C,1,2,1,2,0,883648,7.18,-93.68,-93.68,-10.81,24.48,-93.65,-93.65,-10.82,21.57,0,23.14,-93.66,-93.66,-10.76,21.77,-93.67,-93.67,-10.78,22.65,,,,,Stand Alone,100,2640.000000,5238272,5420441901,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:19:14:105,38.903307,-77.005623,22,23,520110,1,0,0,0,0,0,-69.5,-69.5,,,625,2600.550000,20,30,C,1,2,1,0,0,822544,6.69,-102.46,-102.46,-13.98,0.28,-102.81,-102.81,-14.25,-0.17,32,0.15,-101.24,-101.24,-14.67,-0.44,-102.14,-102.14,-14.99,-0.09,5B6624,,310;311,260;490,Stand Alone,100,2640.000000,5238272,5617082670,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:21:03:278,38.903341,-77.005931,23,24,520110,1,0,0,0,0,0,-51.2,-51.2,,,625,2600.550000,20,30,C,1,1,1,0,0,822480,6.69,-75.19,-75.19,-10.8,25.73,-75.5,-75.5,-10.8,30.7,0,26.85,-75.37,-75.37,-10.78,24.98,-75.35,-75.35,-10.78,26.16,2F6624,6E80160A098849813FB80053B3784BA826234904FEE0014ECDE12E000C50010810C04B082802000003106044B30F9B82010000008400020834601440350A2200840000621E38112CDA41201F181AA8332019917BC11B84370C6E20DC51B8C37206E48DF6EBE338AC79009300330118080C020100001155EE43000000,310;311,260;490,Stand Alone,100,2640.000000,5238272,5617082670,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,0C16080010275E3600000000,12,16,08,00,10,39,5E3600000000,,
06/29/2026,16:21:03:287,38.903356,-77.006019,24,25,520110,1,0,0,0,0,0,-51.8,-51.8,,,625,2600.550000,20,30,C,1,1,1,0,0,822480,6.69,-76.09,-76.09,-10.81,25.1,-76.1,-76.1,-10.8,25.64,0,25.36,-75.89,-75.89,-10.78,24.91,-76.03,-76.03,-10.85,25.21,,,,,Stand Alone,100,2640.000000,5238272,5617082670,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:21:03:287,38.903372,-77.006108,25,26,520110,1,0,0,0,0,0,-51.2,-51.2,,,625,2600.550000,20,30,C,1,1,1,0,0,822480,6.69,-75.22,-75.22,-10.81,25.73,-75.52,-75.52,-10.8,27.59,0,26.04,-75.35,-75.35,-10.77,23.03,-75.36,-75.36,-10.79,24.83,,,,,Stand Alone,100,2640.000000,5238272,5617082670,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:21:03:287,38.903387,-77.006196,26,27,520110,1,0,0,0,0,0,-51.7,-51.7,,,625,2600.550000,20,30,C,1,1,1,0,0,822480,6.69,-75.75,-75.75,-10.8,27.43,-76.02,-76.02,-10.81,24,0,25.07,-75.8,-75.8,-10.77,24.13,-75.86,-75.86,-10.8,24.74,,,,,Stand Alone,100,2640.000000,5238272,5617082670,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:22:21:317,38.903403,-77.006285,27,28,520110,1,0,0,0,0,0,-47.3,-47.3,,,625,2600.550000,20,30,C,1,1,1,0,0,822472,6.69,-71.07,-71.07,-10.81,25.92,-71.27,-71.27,-10.8,30.64,0,26.97,-71.52,-71.52,-10.78,24.74,-71.28,-71.28,-10.68,26.17,,,,,Stand Alone,100,2640.000000,5238272,5617082670,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:24:09:515,38.903268,-77.005749,28,29,520110,1,0,0,0,0,0,-63.8,-63.8,,,596,2600.550000,20,30,C,1,2,1,2,0,883500,7.18,-88.17,-88.17,-10.8,27.85,-88.2,-88.2,-10.8,25.45,0,26.01,-87.86,-87.86,-10.79,25.03,-88.07,-88.07,-10.9,25.66,476624,6E80160A098849813FB80050C5584B6826234904FEE0014315612D000C50010830C04B082802000003106044B30F9B82010000008400020834601440350A2201040000621E38112CDA41201E981AA8332004517BC11B84370C6E20DC51B8C37206E48DF64BE32A2C78409300330118080C020100001395EE43000000,310;311,260;490,Stand Alone,100,2640.000000,5238272,5420441901,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,0C16080010275FF600000000,12,16,08,00,10,39,5FF600000000,,
06/29/2026,16:24:09:515,38.903268,-77.005749,28,29,520110,1,0,0,0,0,0,-63.8,-63.8,,,625,2600.550000,20,30,C,1,2,1,0,0,822416,6.69,-91.33,-91.33,-11.74,7.49,-92.19,-92.19,-11.91,6.38,0,7.96,-91.59,-91.59,-11.81,9.25,-91.69,-91.69,-11.86,8.34,,,,,Stand Alone,100,2640.000000,5238272,5617082670,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:25:39:382,38.903307,-77.006094,29,30,520110,1,0,0,0,0,0,-69.9,-69.9,,,596,2600.550000,20,30,C,1,3,1,2,0,883452,7.18,-95.13,-95.13,-10.8,23.63,-95.79,-95.79,-11.88,6.99,16,11.08,-94.83,-94.83,-11.95,7.75,-95.28,-95.28,-12.01,9.59,,,,,Stand Alone,100,2640.000000,5238272,5420441901,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:25:39:382,38.903307,-77.006094,29,30,520110,1,0,0,0,0,0,-69.9,-69.9,,,625,2600.550000,20,30,C,1,3,1,0,0,822368,6.69,-97.1,-97.1,-11.1,14.03,-97.03,-97.03,-11.05,14.86,0,15.43,-97.4,-97.4,-11.16,13.03,-97.17,-97.17,-11.02,14.55,,,,,Stand Alone,100,2640.000000,5238272,5617082670,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:25:39:382,38.903307,-77.006094,29,30,520110,1,0,0,0,0,0,-69.9,-69.9,,,256,2600.550000,20,30,C,1,3,1,1,0,848492,6.9,-110.38,-110.38,-11.39,11.27,-110.76,-110.76,-12.49,4.38,0,7.62,-111.7,-111.7,-13.45,2.71,-110.9,-110.9,-12.53,5.69,2B6624,,,,Stand Alone,100,2640.000000,,,,,,,,,,,,,,,
06/29/2026,16:27:30:221,38.903324,-77.006193,30,31,520110,1,0,0,0,0,0,-56.1,-56.1,,,625,2600.550000,20,30,C,1,2,1,0,0,822320,6.69,-79.23,-79.23,-10.8,27.55,-79.44,-79.44,-10.8,29.56,0,26.98,-80.87,-80.87,-10.81,23.17,-79.77,-79.77,-10.3,25.68,,,,,Stand Alone,100,2640.000000,5238272,5617082670,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:27:30:221,38.903324,-77.006193,30,31,520110,1,0,0,0,0,0,-56.1,-56.1,,,596,2600.550000,20,30,C,1,2,1,2,0,883420,7.18,-93,-93,-10.81,23.5,-93.04,-93.04,-10.82,21.13,0,22.65,-94.02,-94.02,-10.77,20.34,-93.32,-93.32,-10.45,21.89,,,,,Stand Alone,100,2640.000000,5238272,5420441901,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:27:30:221,38.903371,-77.006455,31,32,520110,1,0,0,0,0,0,-57.1,-57.1,,,625,2600.550000,20,30,C,1,2,1,0,0,822320,6.69,-80.49,-80.49,-10.81,25.79,-80.42,-80.42,-10.81,25.45,0,25.61,-81.69,-81.69,-10.77,24.39,-80.81,-80.81,-10.38,25.26,,,,,Stand Alone,100,2640.000000,5238272,5617082670,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:27:30:221,38.903371,-77.006455,31,32,520110,1,0,0,0,0,0,-57.1,-57.1,,,596,2600.550000,20,30,C,1,2,1,2,0,883420,7.18,-92.48,-92.48,-10.81,25.53,-92.5,-92.5,-10.82,21.76,0,23.6,-93.5,-93.5,-10.75,20.72,-92.79,-92.79,-10.44,22.61,,,,,Stand Alone,100,2640.000000,5238272,5420441901,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:27:30:221,38.903418,-77.006717,32,33,520110,1,0,0,0,0,0,-57,-57,,,625,2600.550000,20,30,C,1,2,1,0,0,822320,6.69,-80.38,-80.38,-10.8,27.54,-80.6,-80.6,-10.8,29.37,0,26.9,-81.61,-81.61,-10.8,25.38,-80.82,-80.82,-10.42,26.44,,,,,Stand Alone,100,2640.000000,5238272,5617082670,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:27:30:221,38.903418,-77.006717,32,33,520110,1,0,0,0,0,0,-57,-57,,,596,2600.550000,20,30,C,1,2,1,2,0,883420,7.18,-92.07,-92.07,-10.8,27.73,-92.12,-92.12,-10.82,22.78,0,24.48,-93.03,-93.03,-10.87,21.97,-92.37,-92.37,-10.53,23.63,,,,,Stand Alone,100,2640.000000,5238272,5420441901,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:27:30:221,38.903465,-77.006979,33,34,520110,1,0,0,0,0,0,-56.7,-56.7,,,625,2600.550000,20,30,C,1,2,1,0,0,822320,6.69,-80.35,-80.35,-10.8,29.15,-80.35,-80.35,-10.8,29.13,0,27.34,-81.15,-81.15,-10.8,25.27,-80.59,-80.59,-10.53,26.65,,,,,Stand Alone,100,2640.000000,5238272,5617082670,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
06/29/2026,16:27:30:221,38.903465,-77.006979,33,34,520110,1,0,0,0,0,0,-56.7,-56.7,,,596,2600.550000,20,30,C,1,2,1,2,0,883420,7.18,-91.87,-91.87,-10.81,24.51,-91.84,-91.84,-10.82,22.05,0,23.45,-92.48,-92.48,-10.82,22.03,-92.05,-92.05,-10.61,22.99,,,,,Stand Alone,100,2640.000000,5238272,5420441901,No,DDDFUU (3ms) | DDDD (2ms),D3-d3-f8u3-U2 | D4,,,,,,,,,,
