ESN,Protocol,Band,System Date,System Time,GPS Status,UTC Date,UTC Time,Fix Time,Latitude,Longitude,Altitude,Number of Satellites,Velocity,Absolute Time Stamp Date,Absolute Time Stamp Time,Loop Count,Antenna Gain,Cable Loss,SSB RSSI,Adjusted SSB RSSI,SSB RSSI2,Adjusted SSB RSSI2,Cell ID,Channel Frequency,Repetition Period,Subcarrier Spacing,Repetition Pattern,PCIs,Beams,Beam Index,Half Frame Number,Time Offset,PSS_RP,Adjusted PSS_RP,PSS_RQ,PSS_CINR,SSS_RP,Adjusted SSS_RP,SSS_RQ,SSS_CINR,SSS_DELAY_SPREAD,SS_CINR,RSPBCH_RP,Adjusted RSPBCH_RP,RSPBCH_RQ,RSPBCH_CINR,SSB_RP,Adjusted SSB_RP,SSB_RQ,SSB_CINR,MIB Raw,SIB1 Raw,MCC,MNC,Operation Mode,Bandwidth,fCarrier,TAC,Cell Identity,RedCap,TD Pattern,TD Pattern(Full),SIB1 DECODE Raw,Block Length,k_SSB,AL,Candidate,DCI type,DCI length,DCI Contents
32409007,C00F,25,06/29/2026,16:08:22:281,2,00/00/0000,00:00:00:000,,38.903488,-77.006050,0.00,0,0.00,,,37,0,0,-82.6,-82.6,,,101,1935.850000,20,15,A,1,1,0,0,822600,-111.22,-111.22,-14.57,-0.84,-110.25,-110.25,-14.07,1.42,128,0.45,-115.27,-115.27,-19.1,-10.79,-112.39,-112.39,-16.15,0.45,064394,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,
32409007,C00F,25,06/29/2026,16:08:22:281,2,00/00/0000,00:00:00:000,,38.903486,-77.006058,0.00,0,0.00,,,38,0,0,-83,-83,,,101,1935.850000,20,15,A,1,1,0,0,822600,-110.81,-110.81,-13.9,1.2,-110.82,-110.82,-14.01,1.44,128,1.62,-114.46,-114.46,-17.96,-7.61,-112.5,-112.5,-15.88,1.62,064394,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,
32409007,C00F,25,06/29/2026,16:08:22:281,2,00/00/0000,00:00:00:000,,38.903484,-77.006066,0.00,0,0.00,,,39,0,0,-83,-83,,,101,1935.850000,20,15,A,1,1,0,0,822600,-110.91,-110.91,-13.93,0.9,-110.53,-110.53,-13.82,1.33,0,1.66,-116.65,-116.65,-20.05,-11.57,-112.4,-112.4,-15.72,1.66,064394,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,
32409007,C00F,25,06/29/2026,16:09:31:167,2,00/00/0000,00:00:00:000,,38.903482,-77.006075,0.00,0,0.00,,,40,0,0,-78,-78,,,538,1935.850000,20,15,A,2,2,0,0,822484,-103.61,-103.61,-11.94,6.06,-103.89,-103.89,-12.05,5.87,0,6.87,-104.03,-104.03,-12.51,4.79,-103.84,-103.84,-12.23,6.12,624394,6E88100A098849813FB800530EE4056826234904FEE0014C3B9015000C50010810C04A0818014000004E653CA10F9B82010000008400020834201A8510019C20605A59E000004EE5CA7942D22D007AC0D4419900204BCE08DC21B8637106FB65F186963C805455EE4314410E00000000,310;311,260;490,Stand Alone,15,1937.500000,5238272,5573939221,Yes,,,0C04080010275F6000000000,12,04,08,00,10,39,5F6000000000
32409007,C00F,25,06/29/2026,16:09:31:167,2,00/00/0000,00:00:00:000,,38.903482,-77.006075,0.00,0,0.00,,,40,0,0,-78,-78,,,101,1935.850000,20,15,A,2,2,0,0,822516,-110.54,-110.54,-18.86,-6.48,-110.74,-110.74,-18.86,-7.12,0,-7.13,-106.79,-106.79,-15.27,-8.61,-108.95,-108.95,-17.34,-7.4,624394,,,,Stand Alone,15,1937.500000,,,,,,0C04080010275EA000000000,12,04,08,00,10,39,5EA000000000
32409007,C00F,25,06/29/2026,16:09:31:183,2,00/00/0000,00:00:00:000,,38.903474,-77.006096,0.00,0,0.00,,,41,0,0,-78.1,-78.1,,,538,1935.850000,20,15,A,2,2,0,0,822484,-103.77,-103.77,-11.91,6.04,-103.93,-103.93,-12,6.07,0,7.06,-104.44,-104.44,-12.79,4.51,-104.03,-104.03,-12.3,6.15,624394,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,
32409007,C00F,25,06/29/2026,16:09:31:183,2,00/00/0000,00:00:00:000,,38.903474,-77.006096,0.00,0,0.00,,,41,0,0,-78.1,-78.1,,,101,1935.850000,20,15,A,2,2,0,0,822516,-111.01,-111.01,-19.15,-7,-110.85,-110.85,-18.9,-7.23,0,-7.42,-107.67,-107.67,-16.03,-9.45,-109.55,-109.55,-17.82,-7.88,624394,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,
32409007,C00F,25,06/29/2026,16:09:31:183,2,00/00/0000,00:00:00:000,,38.903466,-77.006118,0.00,0,0.00,,,42,0,0,-78.1,-78.1,,,538,1935.850000,20,15,A,2,2,0,0,822484,-103.65,-103.65,-11.76,6.93,-103.86,-103.86,-11.9,6.35,0,7.64,-104.39,-104.39,-12.76,4.74,-103.95,-103.95,-12.22,6.58,624394,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,
32409007,C00F,25,06/29/2026,16:09:31:183,2,00/00/0000,00:00:00:000,,38.903466,-77.006118,0.00,0,0.00,,,42,0,0,-78.1,-78.1,,,101,1935.850000,20,15,A,2,2,0,0,822516,-111.35,-111.35,-19.46,-7.99,-111.57,-111.57,-19.58,-8.51,0,-8.17,-106.93,-106.93,-15.3,-5.47,-109.38,-109.38,-17.66,-6.58,624394,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,
32409007,C00F,25,06/29/2026,16:09:31:183,2,00/00/0000,00:00:00:000,,38.903458,-77.006140,0.00,0,0.00,,,43,0,0,-78.2,-78.2,,,538,1935.850000,20,15,A,2,2,0,0,822484,-103.71,-103.71,-11.84,6.54,-103.89,-103.89,-11.85,7.09,0,7.8,-104.21,-104.21,-12.43,5.38,-103.93,-103.93,-12.09,6.92,624394,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,
32409007,C00F,25,06/29/2026,16:09:31:183,2,00/00/0000,00:00:00:000,,38.903458,-77.006140,0.00,0,0.00,,,43,0,0,-78.2,-78.2,,,101,1935.850000,20,15,A,2,2,0,0,822516,-111.17,-111.17,-19.28,-7.19,-111.6,-111.6,-19.57,-8.41,0,-7.9,-106.55,-106.55,-14.77,-6.95,-109.13,-109.13,-17.29,-6.98,624394,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,
32409007,C00F,25,06/29/2026,16:11:11:887,2,00/00/0000,00:00:00:000,,38.903450,-77.006161,0.00,0,0.00,,,44,0,0,-71.2,-71.2,,,538,1935.850000,20,15,A,1,1,0,0,822452,-96.3,-96.3,-11.16,12.23,-95.97,-95.97,-11.21,11.82,0,13.01,-96.25,-96.25,-11.46,11.66,-96.17,-96.17,-11.33,12.54,4E4394,6E88100A098849813FB800530EE4056826234904FEE0014C3B9015000C50010810C04A0818014000004E653CA10F9B82010000008400020834201A8510019C20605A59E000004EE5CA7942D22D007AC0D4419900204BCE08DC21B8637106FB65F186963C805455EE4314410E00000000,310;311,260;490,Stand Alone,15,1937.500000,5238272,5573939221,Yes,,,0C04080010275F6000000000,12,04,08,00,10,39,5F6000000000
32409007,C00F,25,06/29/2026,16:11:11:892,2,00/00/0000,00:00:00:000,,38.903424,-77.006010,0.00,0,0.00,,,45,0,0,-70.4,-70.4,,,538,1935.850000,20,15,A,1,1,0,0,822452,-95.24,-95.24,-11.12,12.95,-95.17,-95.17,-11.2,12.09,0,13.5,-95.23,-95.23,-11.27,12.94,-95.21,-95.21,-11.23,13.31,4E4394,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,
32409007,C00F,25,06/29/2026,16:11:11:892,2,00/00/0000,00:00:00:000,,38.903397,-77.005859,0.00,0,0.00,,,46,0,0,-70,-70,,,538,1935.850000,20,15,A,1,1,0,0,822452,-94.66,-94.66,-11.04,14.66,-94.7,-94.7,-11.06,14.6,0,15.63,-94.95,-94.95,-11.3,13.83,-94.77,-94.77,-11.12,14.99,4E4394,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,
32409007,C00F,25,06/29/2026,16:11:11:892,2,00/00/0000,00:00:00:000,,38.903371,-77.005708,0.00,0,0.00,,,47,0,0,-70.1,-70.1,,,538,1935.850000,20,15,A,1,1,0,0,822452,-94.87,-94.87,-11.02,15.05,-94.92,-94.92,-11.09,13.95,0,15.47,-94.92,-94.92,-11.21,12.3,-94.9,-94.9,-11.15,14.19,4E4394,,,,Stand Alone,15,1937.500000,,,,,,,,,,,,,
32409007,C00F,25,06/29/2026,16:12:42:597,2,00/00/0000,00:00:00:000,,38.903331,-77.005597,0.00,0,0.00,,,48,0,0,-58.6,-58.6,,,538,1935.850000,20,15,A,2,2,0,0,822372,-86.3,-86.3,-13.38,1.51,-86.19,-86.19,-13.36,1.83,0,2.47,-85.07,-85.07,-13.1,3.83,-85.83,-85.83,-13.57,2.94,3A4394,6E88100A098849813FB800530EE4056826234904FEE0014C3B9015000C50010810C04A0818014000004E653CA10F9B82010000008400020834201A8510019C20605A59E000004EE5CA7942D22D007AC0D4419900204BCE08DC21B8637106FB65F186963C805455EE4314410E00000000,310;311,260;490,Stand Alone,15,1937.500000,5238272,5573939221,Yes,,,0C04080010275EA000000000,12,04,08,00,10,39,5EA000000000
32409007,C00F,25,06/29/2026,16:12:42:597,2,00/00/0000,00:00:00:000,,38.903331,-77.005597,0.00,0,0.00,,,48,0,0,-58.6,-58.6,,,101,1935.850000,20,15,A,2,2,0,0,822408,-88.74,-88.74,-15.81,-2.13,-89.08,-89.08,-16.24,-2.82,0,-3.28,-90.14,-90.14,-18.16,-5.6,-89.26,-89.26,-17,-4.02,3A4394,,,,Stand Alone,15,1937.500000,,,,,,0C04080010275F6000000000,12,04,08,00,10,39,5F6000000000
