06/29/2026,16:37:47:271,38.903539,-77.006652,28,27,9260,4,10 MHz,0,0,0,-76.42,-76.42,411,1,218599,7.12,40,-108.06,-108.06,-15.96,-3.19,218619,7.12,-106.16,-106.16,-5.2,-106.53,-6.08,-4.27,4,3,0,2,202,0,No,167699163,410;100,310;313,1,4661,1,0,False,,,14,,6B280000,48CC42821989C402246B3FDC5B7031A3006103089842F182A495018060610000,,
06/29/2026,16:37:47:271,38.903539,-77.006652,28,27,9260,4,10 MHz,0,0,0,-76.42,-76.42,23,1,218647,7.12,40,-109.32,-109.32,-17.21,-4.66,218623,7.12,-106.4,-106.4,-5.41,-110.67,-10.17,-6.4,2,3,0,2,202,0,No,166705624,410;100,310;313,1,4670,1,0,False,,,14,,6B280000,48CC42821989C402247D3DF73B1031A3006103089842F782A495018060610000,,
06/29/2026,16:37:47:271,38.903539,-77.006652,28,27,9260,4,10 MHz,0,0,0,-76.42,-76.42,293,1,218611,7.12,21,-115.78,-115.78,-23.68,-12.39,218619,7.12,-106.35,-106.35,-5.39,-106.59,-6.14,-4.44,4,3,0,2,236,0,No,167699161,410;100,310;313,1,4661,1,0,False,,,14,,6BB00000,48CC42821989C402246B3FDC5B3031A3006103089842C182A495018060610000,,
06/29/2026,16:37:47:271,38.903539,-77.006652,28,27,9260,4,10 MHz,0,0,0,-76.42,-76.42,40,1,218648,7.12,5,-120.97,-120.97,-28.84,-17.76,218672,7.12,-110.19,-110.19,-9.2,-110.67,-10.19,-9.2,0,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:39:07:725,38.903678,-77.007155,29,28,9260,4,10 MHz,0,0,0,-72.12,-72.12,23,1,218639,7.12,13,-106.51,-106.51,-17.67,-4.07,218599,7.12,-97.96,-97.96,-2.74,-104.44,-8.31,-2.51,2,3,0,2,202,0,No,166705624,410;100,310;313,1,4670,1,0,False,,,14,,6B280000,48CC42821989C402247D3DF73B1031A3006103089842F782A495018060610000,,
06/29/2026,16:39:07:725,38.903678,-77.007155,29,28,9260,4,10 MHz,0,0,0,-72.12,-72.12,411,1,218589,7.12,13,-108.12,-108.12,-19.29,-7.73,218613,7.12,-101.23,-101.23,-5.99,-102.1,-5.99,-4.73,4,3,0,2,202,0,No,167699163,410;100,310;313,1,4661,1,0,False,,,14,,6B280000,48CC42821989C402246B3FDC5B7031A3006103089842F182A495018060610000,,
06/29/2026,16:39:07:725,38.903678,-77.007155,29,28,9260,4,10 MHz,0,0,0,-72.12,-72.12,293,1,218599,7.12,32,-112.35,-112.35,-23.51,-11.17,218599,7.12,-97.9,-97.9,-2.66,-105.51,-9.4,-2.69,4,3,0,2,236,0,No,167699161,410;100,310;313,1,4661,1,0,False,,,14,,6BB00000,48CC42821989C402246B3FDC5B3031A3006103089842C182A495018060610000,,
06/29/2026,16:39:07:725,38.903678,-77.007155,29,28,9260,4,10 MHz,0,0,0,-72.12,-72.12,40,1,218638,7.12,0,-117.87,-117.87,-29.02,-18.46,218654,7.12,-105.36,-105.36,-10.2,-106.4,-10.26,-9.79,0,,,,,,,,,,,,,,,,,,,,,,
06/29/2026,16:40:37:167,38.903573,-77.006467,30,29,9260,4,10 MHz,0,0,0,-76.32,-76.32,411,1,218581,7.11,32,-110.38,-110.38,-18.45,-6.09,218585,7.11,-107.52,-107.52,-6.71,-107.4,-7.31,-6.06,4,3,0,2,202,0,No,167699163,410;100,310;313,1,4661,1,0,False,,,14,,6B280000,48CC42821989C402246B3FDC5B7031A3006103089842F182A495018060610000,,
06/29/2026,16:40:37:167,38.903573,-77.006467,30,29,9260,4,10 MHz,0,0,0,-76.32,-76.32,23,1,218633,7.12,37,-111,-111,-19.07,-6.96,218609,7.12,-107.77,-107.77,-6.96,-109.74,-9.62,-7.48,2,3,0,2,202,0,No,166705624,410;100,310;313,1,4670,1,0,False,,,14,,6B280000,48CC42821989C402247D3DF73B1031A3006103089842F782A495018060610000,,
06/29/2026,16:40:37:167,38.903573,-77.006467,30,29,9260,4,10 MHz,0,0,0,-76.32,-76.32,293,1,218595,7.12,26,-116.1,-116.1,-24.16,-12.81,218609,7.12,-107.87,-107.87,-7.05,-107.32,-7.23,-6.21,4,3,0,2,236,0,No,167699161,410;100,310;313,1,4661,1,0,False,,,14,,6BB00000,48CC42821989C402246B3FDC5B3031A3006103089842C182A495018060610000,,
06/29/2026,16:42:57:040,38.903597,-77.006472,31,30,9260,4,10 MHz,0,0,0,-58.51,-58.51,411,1,218567,7.11,37,-87.05,-87.05,-13.68,0.07,218579,7.11,-85.4,-85.4,-5.19,-84.19,-4.12,-2.77,4,3,0,2,202,0,No,167699163,410;100,310;313,1,4661,1,0,False,,,14,,6B280000,48CC42821989C402246B3FDC5B7031A3006103089842F182A495018060610000,,
06/29/2026,16:42:57:040,38.903597,-77.006472,31,30,9260,4,10 MHz,0,0,0,-58.51,-58.51,23,1,218619,7.12,32,-92.1,-92.1,-18.72,-6.98,218683,7.12,-84.91,-84.91,-4.69,-91.04,-10.99,-5.83,2,3,0,2,202,0,No,166705624,410;100,310;313,1,4670,1,0,False,,,14,,6B280000,48CC42821989C402247D3DF73B1031A3006103089842F782A495018060610000,,
06/29/2026,16:42:57:040,38.903597,-77.006472,31,30,9260,4,10 MHz,0,0,0,-58.51,-58.51,293,1,218581,7.11,10,-98.59,-98.59,-25.22,-14.26,218681,7.12,-84.91,-84.91,-4.7,-88.88,-8.81,-5.16,4,3,0,2,236,0,No,167699161,410;100,310;313,1,4661,1,0,False,,,14,,6BB00000,48CC42821989C402246B3FDC5B3031A3006103089842C182A495018060610000,,
